# newdoc id = bar_tweet_1638812719892537344
# sent_id = bar_tweet_1638812719892537344-1
# text = __ _ ____ __ _
________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1626665545796837382-4
# text = ___ ____ __ ____ ______ ______ _ ____ ____ _____ __ _ _____ ____ _______ __ __ __
___	O	O	O
____	O	O	O
__	O	O	O
____	O	O	O
______	O	O	O
______	O	O	O
_	O	O	O
____	O	O	O
____	O	O	O
_____	O	O	O
__	O	O	O
_	O	O	O
_____	O	O	O
____	O	O	O
_______	O	O	O
__	O	O	O
__	O	O	O
__	O	O	O

# newdoc id = bar_tweet_1647651258298236936
# sent_id = bar_tweet_1647651258298236936-1
# text = ______________ _____________ ______ ___ _ _____ __ _______ _____________ ___ _ __ __ __ _____ _________ _________ ____ _ ____ _ ___ _______ _____ _ _
______________	O	O	O
_____________	O	O	O
______	O	O	O
___	O	O	O
_	O	O	O
_____	O	O	O
__	O	O	O
_______	O	O	O
_____________	O	O	O
___	O	O	O
_	O	O	O
__	O	O	O
__	O	O	O
__	O	O	O
_____	O	O	O
_________	O	O	O
_________	O	O	O
____	O	O	O
_	O	O	O
____	O	O	O
_	O	O	O
___	O	O	O
_______	O	O	O
_____	O	O	O
_	O	O	O
_	O	O	O

# sent_id = bar_tweet_1647651258298236936-2
# text = ______ ___ ______ _ _ _ _ _
______	O	O	O
___	O	O	O
______	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1616555551198007312
# sent_id = bar_tweet_1616555551198007312-1
# text = _________ ___ _____ ____ ____ _
_________	O	O	O
___	O	O	O
_____	O	O	O
____	O	O	O
____	B-PER	B-PER	B-PER
_	O	O	O

# newdoc id = bar_tweet_1523229889998245889
# sent_id = bar_tweet_1523229889998245889-1
# text = ___ _ ____ _______________________
___	O	O	O
_	O	O	O
____	O	O	O
_______________________	O	O	O

# newdoc id = bar_tweet_1093865050077581312
# sent_id = bar_tweet_1093865050077581312-1
# text = ___ _________ _________________________ ___ _______________ ___
___	O	O	O
_________	O	O	O
_________________________	O	O	O
___	O	O	O
_______________	O	O	O
___	O	O	O

# sent_id = bar_tweet_1093865050077581312-2
# text = __ ___ _______ _ ___ _________ _ ___ _____ __ ____ ___ _ __ ____ __ _____ ____ _ ____ ____ ____ ___ _______ ____ _
__	O	O	O
___	O	O	O
_______	O	O	O
_	O	O	O
___	O	O	O
_________	O	O	O
_	O	O	O
___	O	O	O
_____	O	O	O
__	O	O	O
____	O	O	O
___	O	O	O
_	O	O	O
__	O	O	O
____	O	O	O
__	O	O	O
_____	O	O	O
____	O	O	O
_	O	O	O
____	O	O	O
____	O	O	O
____	O	O	O
___	O	O	O
_______	O	O	O
____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1093865050077581312-3
# text = _ _______ _________ ______ _ ____ _
_	O	O	O
_______	O	O	O
_________	O	O	O
______	O	O	O
_	O	O	O
____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1636117148140552192
# sent_id = bar_tweet_1636117148140552192-1
# text = ________________ ___ _
________________	O	O	O
___	O	O	O
_	O	O	O

# sent_id = bar_tweet_1636117148140552192-2
# text = ___ _
___	O	O	O
_	O	O	O

# sent_id = bar_tweet_1636117148140552192-3
# text = __ _
__	O	O	O
_	O	O	O

# sent_id = bar_tweet_1636117148140552192-4
# text = __ _
__	O	O	O
_	O	O	O

# sent_id = bar_tweet_1636117148140552192-5
# text = __ __ __________ ___ ___ ______________ ____ _________________________ ___ ____ _
__	O	O	O
__	O	O	O
__________	O	O	O
___	O	O	O
___	O	O	O
______________	O	O	O
____	O	O	O
_________________________	O	O	O
___	O	O	O
____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1035400365561315328
# sent_id = bar_tweet_1035400365561315328-1
# text = ________ _____ __________ ___ _____ _ _
________	O	O	O
_____	O	O	O
__________	O	O	O
___	O	O	O
_____	O	O	O
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1492581800090251267
# sent_id = bar_tweet_1492581800090251267-1
# text = __ ____________ _ ___ _____ ___ ____ ___ __________ _______ ____ ________________
__	O	O	O
____________	O	O	O
_	O	O	O
___	O	O	O
_____	O	O	O
___	O	O	O
____	O	O	O
___	O	O	O
__________	O	O	O
_______	O	O	B-PER
____	O	B-PER	I-PER
________________	B-PER	B-PER	B-PER

# newdoc id = bar_tweet_804235444934340609
# sent_id = bar_tweet_804235444934340609-1
# text = __ ____ ____ __ ____ _ _______ ___ ___ _______ ___
__	O	O	O
____	O	O	O
____	O	O	O
__	O	O	O
____	O	O	O
_	O	O	O
_______	O	O	O
___	O	O	O
___	O	O	O
_______	O	O	O
___	O	O	O

# sent_id = bar_tweet_804235444934340609-2
# text = ____ _____ _______ ____ ____ ___ ____ _____________
____	O	O	O
_____	O	O	O
_______	O	O	O
____	O	O	O
____	O	O	O
___	O	O	O
____	O	O	O
_____________	O	O	O

# newdoc id = bar_tweet_1601060304661585920
# sent_id = bar_tweet_1601060304661585920-1
# text = ________________ __ ___ _____ _____ _
________________	O	O	O
__	O	O	O
___	O	O	O
_____	O	O	O
_____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1502886624845312001
# sent_id = bar_tweet_1502886624845312001-1
# text = ______________ ____ ___ ____ _ __
______________	O	O	O
____	O	O	O
___	O	O	O
____	O	O	O
_	O	O	O
__	O	O	O

# sent_id = bar_tweet_1502886624845312001-2
# text = __ _____ _____ ____ ________ _______ ________ _ _______ _ _
__	O	O	O
_____	O	O	O
_____	O	O	O
____	O	O	O
________	O	O	O
_______	O	O	O
________	O	O	O
_	O	O	O
_______	B-PER	B-PER	B-PER
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_340438384206028800
# sent_id = bar_tweet_340438384206028800-1
# text = __ _____ ____ ____ ____ _ __ ____________ _ _____
__	O	O	O
_____	O	O	O
____	O	O	O
____	O	O	O
____	O	O	O
_	O	O	O
__	B-ORG	B-ORG	B-ORG
____________	B-WOA	B-WOA	O
_	O	O	O
_____	O	O	O

# newdoc id = bar_tweet_1266739637462208512
# sent_id = bar_tweet_1266739637462208512-1
# text = _______ _____________ ____________ ___ ____ _
_______	O	O	O
_____________	O	O	O
____________	O	O	O
___	O	O	O
____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1266739637462208512-2
# text = _ __ ____ _____ __ ___ ______ ______ ___ __ ______ __ ___________ _ _ _
_	O	O	O
__	O	O	O
____	O	O	O
_____	O	O	O
__	O	O	O
___	O	O	O
______	O	O	O
______	O	O	O
___	O	O	O
__	O	O	O
______	O	O	O
__	O	O	O
___________	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1285530116207054848
# sent_id = bar_tweet_1285530116207054848-1
# text = _ ___ __ _ __ ______ _ _____ ________ ______ _______ ___ _
_	O	O	O
___	O	O	O
__	O	O	O
_	O	O	O
__	O	O	O
______	O	O	O
_	O	O	O
_____	O	O	O
________	O	O	O
______	O	O	O
_______	O	O	O
___	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1304288710473715713
# sent_id = bar_tweet_1304288710473715713-1
# text = ___________ __ _______ _____ _____ _____ _ _ ______ __ ___ _____ ___ __________ ____ ____ ______ ___ __ ______ __ _____ ___ ______ ____ ____ _________ ____ _ _
___________	O	O	O
__	O	O	O
_______	O	O	O
_____	O	O	O
_____	O	O	O
_____	B-PER	B-PER	B-PER
_	O	O	O
_	O	O	O
______	O	O	O
__	O	O	O
___	O	O	O
_____	O	O	O
___	O	O	O
__________	O	O	O
____	O	O	O
____	O	O	O
______	O	O	O
___	O	O	O
__	O	O	O
______	O	O	O
__	O	O	O
_____	B-LOC	O	B-LOC
___	O	O	O
______	O	O	O
____	O	O	O
____	O	O	O
_________	O	O	O
____	O	O	O
_	O	O	O
_	O	O	O

# sent_id = bar_tweet_1304288710473715713-2
# text = __ ___ __ _____________ ____ _ __ _ _ _ _ _ ______ __ __
__	O	O	O
___	O	O	O
__	O	O	O
_____________	B-LOCderiv	B-LOC	B-LOC
____	O	I-LOC	I-LOC
_	O	O	O
__	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
______	O	O	O
__	O	O	O
__	O	O	O

# newdoc id = bar_tweet_1631734855754022927
# sent_id = bar_tweet_1631734855754022927-1
# text = _______________ __ _ ________ ____ _
_______________	O	O	O
__	O	O	O
_	O	O	O
________	O	O	O
____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1497863381608501253
# sent_id = bar_tweet_1497863381608501253-1
# text = _____________ ____ ___ ____ _____ _ __
_____________	O	O	O
____	O	O	O
___	O	O	O
____	O	O	O
_____	O	O	O
_	O	O	O
__	O	O	O

# sent_id = bar_tweet_1497863381608501253-2
# text = _____ ______ ____ ___ ____ _ _
_____	O	O	O
______	O	O	O
____	O	O	O
___	O	O	O
____	O	O	O
_	O	O	O
_	O	O	O

# sent_id = bar_tweet_1497863381608501253-3
# text = _________ ___ ___________
_________	O	O	O
___	O	O	O
___________	O	O	O

# newdoc id = bar_tweet_1595048561301164037
# sent_id = bar_tweet_1595048561301164037-1
# text = ____________ ____ ___ _____________ ________ _ ______ _____ _____ ______ _ _______ ___ _________ __ _______ _____ ________
____________	O	O	O
____	O	O	O
___	O	O	O
_____________	O	O	O
________	O	O	O
_	O	O	O
______	O	O	O
_____	O	O	O
_____	O	O	O
______	O	O	O
_	O	O	O
_______	O	O	O
___	O	O	O
_________	O	O	O
__	O	O	O
_______	O	O	O
_____	O	O	O
________	O	O	O

# newdoc id = bar_tweet_1654451878640381954
# sent_id = bar_tweet_1654451878640381954-1
# text = _________ _______ _ _ _ _ _
_________	O	O	O
_______	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1344791105687199744
# sent_id = bar_tweet_1344791105687199744-1
# text = ________________ ___________ ____ _ ___ ____ __ _______ _
________________	O	O	O
___________	O	O	O
____	O	O	O
_	O	O	O
___	O	O	O
____	O	O	O
__	O	O	O
_______	B-LOC	B-LOC	B-LOC
_	O	O	O

# newdoc id = bar_tweet_1241655001061167104
# sent_id = bar_tweet_1241655001061167104-1
# text = ___________ ______ __ __ _ __ __ ____ _____ _
___________	O	O	O
______	O	O	O
__	O	O	O
__	O	O	O
_	O	O	O
__	O	O	O
__	O	O	O
____	O	O	O
_____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1242050709534769154
# sent_id = bar_tweet_1242050709534769154-1
# text = _______ ________ ___ _____ _________ _ ___ ___ ________ __ __ _____ _
_______	O	O	O
________	O	O	O
___	O	O	O
_____	O	O	O
_________	O	O	O
_	O	O	O
___	O	O	O
___	O	O	O
________	O	O	O
__	O	O	O
__	O	O	O
_____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1242050709534769154-2
# text = ____ ______ ______ _ ____ __ ____ _____ ______ ___________ ___ __ ____ __ ____ ___ __ _____ _ _ __
____	O	O	O
______	O	O	O
______	O	O	O
_	O	O	O
____	O	O	O
__	O	O	O
____	O	O	O
_____	O	O	O
______	O	O	O
___________	O	O	O
___	O	O	O
__	O	O	O
____	O	O	O
__	O	O	O
____	O	O	O
___	O	O	O
__	O	O	O
_____	O	O	O
_	O	O	O
_	O	O	O
__	O	O	O

# newdoc id = bar_tweet_1655573437820071936
# sent_id = bar_tweet_1655573437820071936-1
# text = _____ __ ________ __
_____	O	O	O
__	O	O	O
________	O	O	O
__	O	O	O

# newdoc id = bar_tweet_523039305875599360
# sent_id = bar_tweet_523039305875599360-1
# text = ______ ___ __ ______ ________ ___ _________ _______ ____ ________ __ _______ __ ______ _____ _____ _________ ____ ____ _______________
______	O	O	O
___	O	O	O
__	O	O	O
______	O	O	O
________	O	O	O
___	O	O	O
_________	O	O	O
_______	O	O	O
____	O	O	O
________	O	O	O
__	O	O	O
_______	O	O	O
__	O	O	O
______	O	O	O
_____	O	O	O
_____	O	O	O
_________	O	O	O
____	O	O	O
____	O	O	O
_______________	O	O	O

# newdoc id = bar_tweet_1042877947328319488
# sent_id = bar_tweet_1042877947328319488-1
# text = ___________ _____ _ ____ ____ _____ ____ _______ _____ ________ ____ _ ______ ________ _______ ___________ ____ _ _
___________	O	O	O
_____	O	O	O
_	O	O	O
____	O	O	O
____	O	O	O
_____	O	O	O
____	O	O	O
_______	O	O	O
_____	O	O	O
________	O	O	O
____	O	O	O
_	O	O	O
______	O	O	O
________	O	O	O
_______	O	O	O
___________	O	O	O
____	O	O	O
_	O	O	O
_	O	O	O

# sent_id = bar_tweet_1042877947328319488-2
# text = ____ _ _______ _ ___ _____ ____ __ __ ________ ________ ___ _____ _
____	O	O	O
_	O	O	O
_______	O	O	O
_	O	O	O
___	O	O	O
_____	O	O	O
____	O	O	O
__	O	O	O
__	O	O	O
________	O	O	O
________	O	O	O
___	O	O	O
_____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1042877947328319488-3
# text = ______ __ ___ __ _ _ ____ _ ____ _ ____ ______ ___ _
______	O	O	O
__	O	O	O
___	O	O	O
__	O	O	O
_	O	O	O
_	O	O	O
____	O	O	O
_	O	O	O
____	O	O	O
_	O	O	O
____	O	O	O
______	O	O	O
___	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1346814716727996417
# sent_id = bar_tweet_1346814716727996417-1
# text = _______ _____ ____ __ ___ ___ _____ _
_______	O	O	O
_____	O	O	O
____	O	O	O
__	O	O	O
___	O	O	O
___	O	O	O
_____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1346814716727996417-2
# text = ___ ______ ___
___	O	O	O
______	O	O	O
___	O	O	O

# sent_id = bar_tweet_1346814716727996417-3
# text = ____ ___ _ _____ __ __ _______ __ __ ________ ______ ___ _ __ ______ ___ ______ _ _
____	O	O	O
___	O	O	O
_	O	O	O
_____	O	O	O
__	O	O	O
__	O	O	O
_______	O	O	O
__	O	O	O
__	O	O	O
________	O	O	O
______	O	O	O
___	O	O	O
_	O	O	O
__	O	O	O
______	O	O	O
___	O	O	O
______	O	O	O
_	O	O	O
_	O	O	O

# sent_id = bar_tweet_1346814716727996417-4
# text = ____ ____ _____ _
____	O	O	O
____	O	O	O
_____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1346814716727996417-5
# text = ___ ___ ____ ___ ____ ___ ________________ _
___	O	O	O
___	O	O	O
____	O	O	O
___	O	O	O
____	O	O	O
___	O	O	O
________________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1346814716727996417-6
# text = _____ __________ _
_____	O	O	O
__________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1346814716727996417-7
# text = ___ ____ ___ __________ ____ ______ ___ ___ _______ ____ ___ __ __ _____ ___
___	O	O	O
____	O	O	O
___	O	O	O
__________	O	O	O
____	O	O	O
______	O	O	O
___	O	O	O
___	O	O	O
_______	O	O	O
____	O	O	O
___	O	O	O
__	O	O	O
__	O	O	O
_____	O	O	O
___	O	O	O

# newdoc id = bar_tweet_1654256006346440704
# sent_id = bar_tweet_1654256006346440704-1
# text = __ ___ ___ ____ __ _ ___ __ _____ _______ ______ _
__	O	O	O
___	O	O	O
___	O	O	O
____	O	O	O
__	O	O	O
_	O	O	O
___	O	O	O
__	O	O	O
_____	O	O	O
__	O	O	O
_____	O	O	O
______	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1211195337651707904
# sent_id = bar_tweet_1211195337651707904-1
# text = _____ ____ ___ __ ____ __ __ ____ ________ _________ ___ _______ _ ___ _____ __ _______ _ _____ _________ __________ ___ _ _____ _ __ ____ ___ _
_____	O	O	O
____	O	O	O
___	O	O	O
__	O	O	O
____	O	O	O
__	O	O	O
__	O	O	O
____	O	O	O
________	O	O	O
_________	O	B-EVENT	O
___	O	O	O
_______	O	O	O
_	O	O	O
___	O	O	O
_____	O	O	O
__	O	O	O
_______	O	O	O
_	O	O	O
_____	O	O	O
_________	O	O	O
__________	O	O	O
___	O	O	O
_	O	O	O
_____	O	O	O
_	O	O	O
__	O	O	O
____	O	O	O
___	O	O	O
_	O	O	O

# sent_id = bar_tweet_1211195337651707904-2
# text = __________ _______ _ ___ ___ ______ _
__________	B-WOA	B-WOA	B-WOA
_______	I-WOA	I-WOA	I-WOA
_	O	O	O
___	O	O	O
___	O	O	O
______	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1631733346429534210
# sent_id = bar_tweet_1631733346429534210-1
# text = _____ ______________ ____ __ ___ ______ _ ______ __ __________ _ __
_____	O	O	O
______________	O	O	O
____	O	O	O
__	O	O	O
___	O	O	O
______	O	O	O
_	O	O	O
______	O	O	O
__	O	O	O
__________	O	O	O
_	O	O	O
__	O	O	O

# newdoc id = bar_tweet_1643557625118826499
# sent_id = bar_tweet_1643557625118826499-1
# text = __ ____________ _ ________ ___ __ ________ _______________________
__	O	O	O
____________	O	O	O
_	O	O	O
________	O	O	O
___	O	O	O
__	O	O	O
________	B-LOC	B-LOC	B-LOC
_______________________	O	O	O

# newdoc id = bar_tweet_1609793182153195520
# sent_id = bar_tweet_1609793182153195520-1
# text = _____________ _____ ___ _
_____________	O	O	O
_____	O	O	O
___	O	O	O
_	O	O	O

# sent_id = bar_tweet_1609793182153195520-2
# text = ____ __ ____ ____ ___ ____ _____ ____ _ _
____	O	O	O
__	O	O	O
____	O	O	O
____	O	O	O
___	O	O	O
____	O	O	O
_____	O	O	O
____	O	O	O
_	O	O	O
_	O	O	O

# sent_id = bar_tweet_1609793182153195520-3
# text = _____ _____ ___ _____ _ _
_____	O	O	O
_____	O	O	O
___	O	O	O
_____	B-PER	B-PER	B-PER
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1570886543241510913
# sent_id = bar_tweet_1570886543241510913-1
# text = ____________ ____ _ ___ ____ ____ ___ ___ _____ _
____________	O	O	O
____	O	O	O
_	O	O	O
___	O	O	O
____	O	O	O
____	O	O	O
___	O	O	O
___	O	O	O
_____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1570886543241510913-2
# text = __ ___ __ _______ __ _
__	O	O	O
___	O	O	O
__	O	O	O
_______	B-LOCderiv	B-LOCderiv	B-LOCderiv
__	O	O	O
_	O	O	O

# sent_id = bar_tweet_1570886543241510913-3
# text = ___ __ ____ _
___	O	O	O
__	O	O	O
____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1570886543241510913-4
# text = ___ ___ ___ _ _
___	O	O	O
___	O	O	O
___	O	O	O
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1661074222557417477
# sent_id = bar_tweet_1661074222557417477-1
# text = ______________ _ ____ _ ___ __ ___ ____ _______ _____ __
______________	O	O	O
_	O	O	O
____	O	O	O
_	O	O	O
___	O	O	O
__	O	O	O
___	O	O	O
____	O	O	O
_______	O	O	O
_____	O	O	O
__	O	O	O

# sent_id = bar_tweet_1661074222557417477-2
# text = ______ _____ _
______	O	O	O
_____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1660186333036331011
# sent_id = bar_tweet_1660186333036331011-1
# text = _____ _____ _________ __
_____	O	O	O
_____	O	O	O
_________	O	O	O
__	O	O	O

# newdoc id = bar_tweet_1056188569528733696
# sent_id = bar_tweet_1056188569528733696-1
# text = _ _ ___ ___ _____ ____ _ _____ ___ __ __ ___ ___ _ ______ __ _______ _
_	O	O	O
_	O	O	O
___	O	O	O
___	O	O	O
_____	O	O	O
____	O	O	O
_	O	O	O
_____	O	O	O
___	O	O	O
__	O	O	O
__	O	O	O
___	O	O	O
___	O	O	O
_	O	O	O
______	O	O	O
__	O	O	O
_______	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1590314801204383744
# sent_id = bar_tweet_1590314801204383744-1
# text = ________ ___ ________ ___ ___ ______ __ ____ ____ __ ___________________ _
________	B-MISC	B-MISC	B-LOCderiv
___	O	O	O
________	B-MISC	B-MISC	B-LOCderiv
___	O	O	O
___	O	O	O
______	O	O	O
__	O	O	O
____	O	O	O
____	O	O	O
__	O	O	O
___________________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1590314801204383744-2
# text = __ ___ _ __________________________ _
__	O	O	O
___	O	O	O
_	O	O	O
__________________________	B-LOCpart	B-LOCpart	B-LOCpart
_	O	O	O

# sent_id = bar_tweet_1590314801204383744-3
# text = ________ ________ _ ___ _ _ _ _ _ ____ ________ ________ _ ___ _ __ _ _ _ ____ _____ ______ ___ _ __ _______________________
________	B-MISC	B-MISC	B-MISC
________	I-MISC	O	I-MISC
_	O	O	O
___	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
____	O	O	O
________	B-MISC	B-MISC	B-MISC
________	I-MISC	O	I-MISC
_	O	O	O
___	O	O	O
_	O	O	O
__	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
____	O	O	O
_____	O	O	O
______	O	O	O
___	O	O	O
_	O	O	O
__	O	O	O
_______________________	O	O	O

# newdoc id = bar_tweet_1520056919058227202
# sent_id = bar_tweet_1520056919058227202-1
# text = ______________ ___________ __ ________ ____ ___ ____ _ _____ ____ _ _____ ____ __ ____ ________ ____ __ _ ___ ___ ____ ______ ______ _ _ _
______________	O	O	O
___________	O	O	O
__	O	O	O
________	B-LOC	B-LOC	B-LOC
____	O	O	O
___	O	O	O
____	O	O	O
_	O	O	O
_____	O	O	O
____	O	O	O
_	O	O	O
_____	O	O	O
____	O	O	O
__	O	O	O
____	O	O	O
________	O	O	O
____	O	O	O
__	O	O	O
_	O	O	O
___	O	O	O
___	O	O	O
____	O	O	B-PER
______	O	O	O
______	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1643474273011396610
# sent_id = bar_tweet_1643474273011396610-1
# text = ____ _____ ____ ______ ___________ __ ___________ _ ___ ___________ ___ __ _ _ _ _ _ _ _ ___________ __________ ___ _____ ____ ___ ____ ___ __________ _
____	O	O	O
_____	O	O	O
____	O	O	O
______	O	O	O
___________	O	O	O
__	O	O	O
___________	B-LOCpart	B-ORGderiv	B-ORGderiv
_	O	O	O
___	O	O	O
___________	O	O	O
___	O	O	O
__	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
___________	O	O	O
__________	O	O	O
___	O	O	O
_____	O	O	O
____	O	O	O
___	O	O	O
____	O	O	O
___	O	O	O
__________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1643474273011396610-2
# text = ____ ___ ___ _________ _ ____ ____ ___ __ ______ _ _ _ _ ______ ______ _ _ _______________________
____	O	O	O
___	O	O	O
___	O	O	O
_________	O	O	O
_	O	O	O
____	O	O	O
____	O	O	O
___	O	O	O
__	O	O	O
______	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
______	O	O	O
______	O	O	O
_	O	O	O
_	O	O	O
_______________________	O	O	O

# newdoc id = bar_tweet_296052797219164160
# sent_id = bar_tweet_296052797219164160-1
# text = _______ __ ________ ___ ___ _______ _
_______	O	O	O
__	O	O	O
________	O	O	O
___	O	O	O
___	O	O	O
_______	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1214690278935805954
# sent_id = bar_tweet_1214690278935805954-1
# text = ________________ ___ ___
________________	O	O	O
___	O	O	O
___	O	O	O

# sent_id = bar_tweet_1214690278935805954-2
# text = ___ _____ _____ ___ ______ _____________ _ _ ___ __ _____ __ _ _ ____ ___ ___ _____ ____ _____ _____ ________ _
___	O	O	O
_____	O	O	O
_____	O	O	O
___	O	O	O
______	O	O	O
_____________	O	O	O
_	O	O	O
_	O	O	O
___	O	O	O
__	O	O	O
_____	O	O	O
__	O	O	O
_	O	O	O
_	O	O	O
____	O	O	O
___	O	O	O
___	O	O	O
_____	O	O	O
____	O	O	O
_____	O	O	O
_____	O	O	O
________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1214690278935805954-3
# text = ____ _____ _____ ____ _____ _
____	O	O	O
_____	O	O	O
_____	O	O	O
____	O	O	O
_____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1404110915759452164
# sent_id = bar_tweet_1404110915759452164-1
# text = ________________ _______ ___ ______ __ __ ____ ___ _ __ ____________ __ ___ _____ ___ _________ ___ ___ ________ _________ ___ _
________________	O	O	O
_______	O	O	O
___	O	O	O
______	B-PER	B-PER	B-ORG
__	O	O	O
__	O	O	O
____	O	O	O
___	O	O	O
_	O	O	O
__	O	O	O
____________	O	O	O
__	O	O	O
___	O	O	O
_____	O	O	O
___	O	O	O
_________	O	O	O
___	O	O	O
___	O	O	O
________	O	O	O
_________	O	O	O
___	O	O	O
_	O	O	O

# sent_id = bar_tweet_1404110915759452164-2
# text = ____ _____ ____ ____ ___
____	O	O	O
_____	O	O	O
____	O	O	O
____	O	O	O
___	O	O	O

# newdoc id = bar_tweet_1108713566843142145
# sent_id = bar_tweet_1108713566843142145-1
# text = ___ ________ __ ____ _______ __ ___ __________________ _ _______________________ _ _______ _______ __ __________ _ ___ _
___	O	O	O
________	O	O	O
__	O	O	O
____	O	O	O
_______	O	O	O
__	O	O	O
___	O	O	O
__________________	B-MISCpart	O	B-LOCpart
_	O	O	O
_______________________	O	O	O
_	O	O	O
_______	O	O	O
_______	O	O	O
__	O	O	O
__________	B-LOC	B-LOC	B-LOC
_	O	O	O
___	O	O	O
_	O	O	O

# sent_id = bar_tweet_1108713566843142145-2
# text = ___ _ _ __ _____ ___ __ ____ _ ___ ______ ___ ________ _ _
___	O	O	B-LOC
_	O	O	O
_	O	O	O
__	O	O	O
_____	O	O	O
___	O	O	O
__	O	O	O
____	O	O	O
_	O	O	O
___	O	O	O
