# newdoc id = bar_tweet_515420477486288896
# sent_id = bar_tweet_515420477486288896-1
# text = _______ _______________ ___ __ _____ _____ _ _____ _______ ______ ________ _ ___ ___ _____ _______ ___
# text = ___________ ___ _____ ___ _ ______ ____ _____ _______ _____ ___ ___ _ _
___________	O	O
___	O	O
_____	O	O
___	O	O
_	O	O
______	O	O
____	O	O
_____	O	O
_______	O	O
_____	O	O
___	O	O
___	O	O
_	O	O
_	O	O

# newdoc id = bar_tweet_1623604233441345539
# sent_id = bar_tweet_1623604233441345539-1
# text = _ _____ ____ _ ___ ___ ___ _____ ___ _ __ _____________ _ _
_	O	O
_____	O	O
____	O	O
_	O	O
___	O	O
___	O	O
___	O	O
_____	O	O
___	O	O
_	O	O
__	O	O
_____________	O	O
_	O	O
_	O	O

# sent_id = bar_tweet_1623604233441345539-2
# text = _ _____ _ _
_	O	O
_____	O	O
_	O	O
_	O	O

# sent_id = bar_tweet_1623604233441345539-3
# text = _ ___ ___ _____ ___ _ __ _____________ _ _
_	O	O
___	O	O
___	O	O
_____	O	O
___	O	O
_	O	O
__	O	O
_____________	O	O
_	O	O
_	O	O

# sent_id = bar_tweet_1623604233441345539-4
# text = _ ___ _ _
_	O	O
___	O	O
_	O	O
_	O	O

# sent_id = bar_tweet_1623604233441345539-5
# text = _ _____ ___ ___ ______ _____ __ ____ _ ___ ___ ______ _ _
_	O	O
_____	O	O
___	O	O
___	O	O
______	O	O
_____	O	O
__	O	O
____	O	O
_	O	O
___	O	O
___	O	O
______	O	O
_	O	O
_	O	O

# sent_id = bar_tweet_1623604233441345539-6
# text = __________ __ _______ _
__________	O	O
__	O	O
_______	B-LOC	B-LOC
_	O	O

# newdoc id = bar_tweet_1648931613978271747
# sent_id = bar_tweet_1648931613978271747-1
# text = ____ _____ ____ ______ _______ _______ ___ __ _ _ _ _ _ _____ ____ ___ ____ ___ __________ ___ ______ _ ______ _ _ _ _ _ _ _ _ _ _ _ _ _______________________
____	O	O
_____	O	O
____	O	O
______	O	O
_______	O	O
_______	O	O
___	O	O
__	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_____	O	O
____	O	O
___	O	O
____	O	O
___	O	O
__________	O	O
___	O	O
______	O	O
_	O	O
______	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_______________________	O	O

# newdoc id = bar_tweet_1141754527139401728
# sent_id = bar_tweet_1141754527139401728-1
# text = _______________ ____________ __ _____________ ____ _
_______________	O	O
____________	O	O
__	O	O
_____________	O	O
____	O	O
_	O	O

# newdoc id = bar_tweet_1621556813350027265
# sent_id = bar_tweet_1621556813350027265-1
# text = ________ __ _ __ ________ __ ___ ____ _
________	O	O
__	O	O
_	O	O
__	O	O
________	O	O
__	O	O
___	O	O
____	O	O
_	O	O

# sent_id = bar_tweet_1621556813350027265-2
# text = _____________ _____ _ ____ ___ _ _____ ________ ___ _ _ ___ __ ___ _
_____________	O	O
_____	O	O
_	O	O
____	O	O
___	O	O
_	O	O
_____	O	O
________	O	O
___	O	O
_	O	O
_	O	O
___	O	O
__	O	O
___	O	O
_	O	O

# sent_id = bar_tweet_1621556813350027265-3
# text = ____ __ ___ __ _______ _ ____ ________ ____ _____ _____ _
____	O	O
__	O	O
___	O	O
__	O	O
_______	O	O
_	O	O
____	O	O
________	O	O
____	O	O
_____	O	O
_____	O	O
_	O	O

# newdoc id = bar_tweet_1070761469485219840
# sent_id = bar_tweet_1070761469485219840-1
# text = __________ ________________ ___________ __ ___ ____ _ ____ __ _____ ___ _____ _______ _____ ______ ____ _________ _
__________	O	O
________________	O	O
___________	O	O
__	O	O
___	O	O
____	O	O
_	O	O
____	O	O
__	O	O
_____	O	O
___	O	O
_____	O	O
_______	B-PER	B-PER
_____	O	O
______	O	O
____	O	O
_________	O	O
_	O	O

# newdoc id = bar_tweet_290044685119021056
# sent_id = bar_tweet_290044685119021056-1
# text = _______________ ___ __ ____ ______ ____ __ ___ ___ _____ ______ _____ ___ _ __
_______________	O	O
___	O	O
__	O	O
____	O	O
______	O	O
____	O	O
__	O	O
___	O	O
___	O	O
_____	O	O
______	O	O
_____	O	O
___	O	O
_	O	O
__	O	O

# newdoc id = bar_tweet_1524262452304699393
# sent_id = bar_tweet_1524262452304699393-1
# text = ___________ _____ __ _ ___ ______ ___ __ _______________ ______________ _
___________	O	O
_____	O	O
__	O	O
_	O	O
___	O	O
______	O	O
___	O	O
__	O	O
_______________	O	O
______________	O	O
_	O	O

# sent_id = bar_tweet_1524262452304699393-2
# text = ___ __ _____ _____ ___ ____ ___ __ ______ _____________ _ __ _ _
___	O	O
__	O	O
_____	O	O
_____	O	O
___	O	O
____	O	O
___	O	O
__	O	O
______	O	O
_____________	O	O
_	O	O
__	O	O
_	O	O
_	O	O

# newdoc id = bar_tweet_1655989926549127184
# sent_id = bar_tweet_1655989926549127184-1
# text = _________ __ ______ _______ ___ _____ _ ______ ______ ____ _
_________	O	O
__	O	B-ORG
______	O	I-ORG
_______	O	O
___	O	O
_____	O	O
_	O	O
______	O	O
______	O	O
____	O	O
_	O	O

# sent_id = bar_tweet_1655989926549127184-2
# text = ___ ____________ _____ ___ ____ _____ ______ _ _____ __ ___ _
___	O	O
____________	O	O
_____	O	O
___	O	O
____	O	O
_____	O	O
______	O	O
_	O	O
_____	O	O
__	O	O
___	O	O
_	O	O

# newdoc id = bar_tweet_1651375777789648898
# sent_id = bar_tweet_1651375777789648898-1
# text = ____ __ __ _____ __
____	O	O
__	O	O
__	O	O
_____	O	O
__	O	O

# newdoc id = bar_tweet_1660221256631713793
# sent_id = bar_tweet_1660221256631713793-1
# text = ______________ ______________ ____ ___ _ ____ ______ _
______________	O	O
______________	O	O
____	O	O
___	O	O
_	O	O
____	O	O
______	O	O
_	O	O

# sent_id = bar_tweet_1660221256631713793-2
# text = ___ _____________ _________ __ ____ ____________________ _____ ___ __ __ ___________ _
___	O	O
_____________	O	O
_________	O	O
__	O	O
____	O	O
____________________	O	O
_____	O	O
___	O	O
__	O	O
__	O	O
___________	O	O
_	O	O

# newdoc id = bar_tweet_1290871833747771394
# sent_id = bar_tweet_1290871833747771394-1
# text = _______ ______ ___ ____ _____ ______ _ _ ____ __ _____ _____ _ __
_______	O	O
______	O	O
___	O	O
____	O	O
_____	O	O
______	B-PER	B-PER
_	O	O
_	O	O
____	O	O
__	O	O
_____	O	O
_____	O	O
_	O	O
__	O	O

# sent_id = bar_tweet_1290871833747771394-2
# text = _ ______ _____ ______ ___ ______ ____ _ ___ ______ __ __ _______ ___ _ _ _
_	O	O
______	O	O
_____	O	O
______	O	O
___	O	O
______	O	B-LOC
____	O	I-LOC
_	O	O
___	O	O
______	O	O
__	O	O
__	O	O
_______	O	O
___	O	O
_	O	O
_	O	O
_	O	O

# sent_id = bar_tweet_1290871833747771394-3
# text = ______ __ __
______	O	O
__	O	O
__	O	O

# newdoc id = bar_tweet_1607701860072427521
# sent_id = bar_tweet_1607701860072427521-1
# text = ________ _ _________ _ _____ _ __ _______ _
________	O	O
_	O	O
_________	O	O
_	O	O
_____	O	O
_	O	O
__	O	O
_______	O	O
_	O	O

# sent_id = bar_tweet_1607701860072427521-2
# text = ___ _______ _______________ ___ _____________ _ ___ _ _______ _ ______ ____ __ ____ ___ _
___	O	O
_______	O	O
_______________	O	O
___	O	O
_____________	O	O
_	O	O
___	O	O
_	O	O
_______	O	O
_	O	O
______	O	O
____	O	O
__	O	O
____	O	O
___	O	O
_	O	O

# sent_id = bar_tweet_1607701860072427521-3
# text = _____________ ___________ _______________________
_____________	O	O
___________	O	O
_______________________	O	O

# newdoc id = bar_tweet_1617163237119905793
# sent_id = bar_tweet_1617163237119905793-1
# text = ________________ ______ __ ___ _____ _ _____ _______ _____ ____
________________	O	O
______	O	O
__	O	O
___	O	O
_____	B-LOCderiv	B-LOCderiv
_	O	O
_____	O	O
_______	O	O
_____	O	O
____	O	O

# sent_id = bar_tweet_1617163237119905793-2
# text = ____ ______ _ ___ _ ___
____	O	O
______	O	O
_	O	O
___	O	O
_	O	O
___	O	O

# sent_id = bar_tweet_1617163237119905793-3
# text = ___ ________ _ _ ___ _____ ___ __________ _ ____________
___	O	O
________	O	O
_	O	O
_	O	O
___	O	O
_____	O	O
___	O	O
__________	O	O
_	O	O
____________	B-MISC	B-MISC

# newdoc id = bar_tweet_1616893389055614976
# sent_id = bar_tweet_1616893389055614976-1
# text = ______________ ________ ____ _ _______ __ ___ _ ___ ___ ___ _
______________	O	O
________	O	O
____	B-PER	B-PER
_	O	O
_______	B-ORG	B-ORG
__	O	O
___	O	O
_	O	O
___	O	O
___	O	O
___	O	O
_	O	O

# sent_id = bar_tweet_1616893389055614976-2
# text = ____ __ ______ ________ _____ _ ____ __ _________ ______ _
____	O	O
__	O	O
______	O	O
________	O	O
_____	O	O
_	O	O
____	O	O
__	O	O
_________	O	O
______	O	O
_	O	O

# newdoc id = bar_tweet_236797308065439745
# sent_id = bar_tweet_236797308065439745-1
# text = __ __________ _____ ______ _
__	O	O
__________	O	B-LOCderiv
_____	O	O
______	O	O
_	O	O

# sent_id = bar_tweet_236797308065439745-2
# text = __ _______ ___
__	O	O
_______	O	O
___	O	O

# sent_id = bar_tweet_236797308065439745-3
# text = ______ _____ _ _____ ______ _ ___ _______ ____ __ __ __________ ______ ____ ____________________
______	O	O
_____	B-PER	B-PER
_	O	O
_____	O	O
______	B-PER	B-PER
_	O	O
___	O	O
_______	O	O
____	O	O
__	O	O
__	O	O
__________	O	O
______	O	O
____	O	O
____________________	O	O

# newdoc id = bar_tweet_1520404408743469057
# sent_id = bar_tweet_1520404408743469057-1
# text = ________________ _____ __ _ ___ ______ ____ _
________________	O	O
_____	O	O
__	O	O
_	O	O
___	O	O
______	O	O
____	B-PER	B-PER
_	O	O

# sent_id = bar_tweet_1520404408743469057-2
# text = ____________ _ ____ _ __ _____ ____ ___ ___ _____ _
____________	O	O
_	O	O
____	O	O
_	O	O
__	O	O
_____	O	O
____	O	O
___	O	O
___	O	O
_____	O	O
_	O	O

# sent_id = bar_tweet_1520404408743469057-3
# text = _ ______ __ __ ______ __ ____ ______ _______ _________ ___ ____ __ _____ _
_	O	O
______	O	O
__	O	O
__	O	O
______	O	O
__	O	O
____	O	O
______	O	O
_______	O	O
_________	O	O
___	O	O
____	O	O
__	O	O
_____	O	O
_	O	O

# sent_id = bar_tweet_1520404408743469057-4
# text = ___ ___ _____ ____ ___ _ __ ____ __ _ _ _ _ _ __ _
___	O	O
___	O	O
_____	O	O
____	O	O
___	O	O
_	O	O
__	O	O
____	B-PER	B-PER
__	O	O
_	O	O
_	O	O
_	O	O
_	O	O
_	O	O
__	O	O
_	O	O

# newdoc id = bar_tweet_1663032568646606848
# sent_id = bar_tweet_1663032568646606848-1
# text = ____________ _ ____ ___ ____ ____ _ ____ ___
____________	O	O
_	O	O
____	O	O
___	O	O
____	O	O
____	O	O
_	O	O
____	O	O
___	O	O

# newdoc id = bar_tweet_1656712403470503941
# sent_id = bar_tweet_1656712403470503941-1
# text = ___ __ ___________ ______ _ _________ ___ __ _____ __________ _ __ _________ __ ________ ___ _______ _ _______________________ _______________________
___	O	O
__	O	O
___________	O	O
______	O	O
_	O	O
_________	O	O
___	O	O
__	O	O
_____	B-PER	B-PER
__________	I-PER	I-PER
_	O	O
__	O	O
_________	O	O
__	O	O
________	B-LOC	B-LOC
___	O	O
_______	B-LOC	B-LOC
_	O	O
_______________________	O	O
_______________________	O	O

# newdoc id = bar_tweet_948665401080246275
# sent_id = bar_tweet_948665401080246275-1
# text = __________ ________________ ________ _____ ___ _ __ _______ ___ _ ____ ___ _________ ___ ___ _____ _
__________	O	O
________________	O	O
________	O	O
_____	O	O
___	O	O
_	O	O
__	O	O
_______	O	O
___	O	O
_	O	O
____	O	O
___	O	O
_________	O	O
___	O	O
___	O	O
_____	O	O
_	O	O

# sent_id = bar_tweet_948665401080246275-2
# text = ____ ____ __ ____ ____ ___ __ _______ ____ ______ __ _______ ___ _ _ _
____	O	O
____	O	O
__	O	O
____	O	O
____	O	O
___	O	O
__	O	O
_______	O	O
____	O	O
______	O	O
__	O	O
_______	O	O
___	O	O
_	O	O
_	O	O
_	O	O

# newdoc id = bar_tweet_1587784086478852096
# sent_id = bar_tweet_1587784086478852096-1
# text = __ ___ _ ___ ____ ____ ___ ______ ____ ___ __ _________ _
__	O	O
___	O	O
_	O	O
___	O	O
____	O	O
____	O	O
___	O	O
______	O	O
____	O	O
___	O	O
__	O	O
_________	O	O
_	O	O

# sent_id = bar_tweet_1587784086478852096-2
# text = ___ ____ ____ _____ _ _____ __ ___ __ _____ ___ ____ ____ __________ _
___	O	O
____	O	O
____	O	O
_____	O	O
_	O	O
_____	O	O
__	O	O
___	O	O
__	O	O
_____	O	O
___	O	O
____	O	O
____	O	O
__________	O	O
_	O	O

# sent_id = bar_tweet_1587784086478852096-3
# text = ______________
______________	O	O

# newdoc id = bar_tweet_1202463883673395200
# sent_id = bar_tweet_1202463883673395200-1
# text = ___________ ____ _____ _____ _ _
___________	O	O
____	O	O
_____	O	O
_____	B-PER	B-PER
_	O	O
_	O	O

# newdoc id = bar_tweet_1660560441393786880
# sent_id = bar_tweet_1660560441393786880-1
# text = ______________ ______ ___ ____ __________ _
______________	O	O
______	O	O
___	O	O
____	O	O
__________	O	O
_	O	O

# sent_id = bar_tweet_1660560441393786880-2
# text = ______ ____ ______ ____ _____ ______ ___ ____ _ _ _ __
______	O	O
____	O	O
______	O	O
____	O	O
_____	O	O
______	O	O
___	O	O
____	O	O
_	O	O
_	O	O
_	O	O
__	O	O

# newdoc id = bar_tweet_1066754716904783872
# sent_id = bar_tweet_1066754716904783872-1
# text = ________________ _______ __ __ ___ ____ __ _
________________	O	O
_______	O	O
__	O	O
__	O	O
___	O	O
____	O	O
__	O	O
_	O	O

# newdoc id = bar_tweet_1540587498006511622
# sent_id = bar_tweet_1540587498006511622-1
# text = _______ ________ _ ______ __ __ _____ _____ _ _
_______	O	O
________	B-LOC	B-LOC
_	O	O
______	O	O
__	O	O
__	O	O
_____	O	O
_____	O	O
_	O	O
_	O	O

# newdoc id = bar_tweet_1541128001412268032
# sent_id = bar_tweet_1541128001412268032-1
# text = __ ___________ _ ___ ______ ___ __ ___ ___ ______ ____ __________ _____ ____ _____ _
__	O	O
___________	O	O
_	O	O
___	B-ORG	B-EVENT
______	B-LOC	B-LOC
___	O	O
__	O	O
___	O	O
___	O	O
______	O	O
____	O	O
__________	O	O
_____	O	O
____	O	O
_____	O	O
_	O	O

# sent_id = bar_tweet_1541128001412268032-2
# text = __ ______________ _______ _____ _
__	O	O
______________	O	O
_______	O	O
_____	B-MISC	B-MISC
_	O	O

# sent_id = bar_tweet_1541128001412268032-3
# text = ___ __ ______________ _
___	O	O
__	O	O
______________	O	O
_	O	O

# newdoc id = bar_tweet_1311635064715870210
# sent_id = bar_tweet_1311635064715870210-1
# text = ________________ _________ _
________________	O	O
_________	O	O
_	O	O

# newdoc id = bar_tweet_1659629417516154899
# sent_id = bar_tweet_1659629417516154899-1
# text = ____________ _ _ _ ________ ___ ______ ___ __ ______ ___ ______
____________	O	O
_	O	O
_	O	O
_	O	O
________	O	O
___	O	O
______	O	O
___	O	O
__	O	O
______	O	O
___	O	O
______	O	O

# newdoc id = bar_tweet_1326508040347148289
# sent_id = bar_tweet_1326508040347148289-1
# text = ___ ___ _____ __________ ___ ________ _
___	O	O
___	O	O
_____	O	O
__________	O	O
___	O	O
________	B-EVENT	O
_	O	O

# sent_id = bar_tweet_1326508040347148289-2
# text = ______ ____ ____ __ ___ ___ _____ __ ________ ______ _ ____ ___ __________ _
______	O	O
____	O	O
____	O	O
__	O	O
___	O	O
___	O	O
_____	O	O
__	O	O
________	O	O
______	O	O
_	O	O
____	O	O
___	O	O
__________	O	O
_	O	O

# sent_id = bar_tweet_1326508040347148289-3
# text = _____ _______ _ ___ _ ______ ___ ____ ______ ___ _
_____	O	O
_______	O	O
_	O	O
___	O	O
_	O	O
______	O	O
___	O	O
____	O	O
______	O	O
___	O	O
_	O	O

# sent_id = bar_tweet_1326508040347148289-4
# text = ____ ____ __ ___ ______ ___ ____ __________ __________ _
____	O	O
____	O	O
__	O	O
___	O	O
______	O	O
___	O	O
____	O	O
__________	O	O
__________	O	O
_	O	O

# newdoc id = bar_tweet_1357813661969092608
# sent_id = bar_tweet_1357813661969092608-1
# text = ________________ __ __ ____ __ _ _ __ __ ______ _
________________	O	O
__	O	O
__	O	O
____	O	O
__	O	O
_	O	O
_	O	O
__	O	O
__	O	O
______	O	O
_	O	O

# sent_id = bar_tweet_1357813661969092608-2
# text = ___ ___ _
___	O	O
___	O	O
_	O	O

# newdoc id = bar_tweet_1656623996111126529
# sent_id = bar_tweet_1656623996111126529-1
# text = __ ____ __ ___ ___ ___ ___ _ ____ ___________ __________ _ _________ _ _____ _ _______ _____ _ _________ _ _________ _ ____________ _ ________ ______ _ ______ ______ _____ _ _______ _ ___ ___ ___ ______ __ _ __ ___ __________________ _
__	O	O
____	O	O
__	O	O
___	O	O
___	O	O
___	O	O
___	O	O
_	O	O
____	O	O
___________	O	O
__________	O	O
_	O	O
_________	O	O
_	O	O
_____	O	O
_	O	O
_______	O	O
_____	O	O
_	O	O
_________	O	O
_	O	O
_________	O	O
_	O	O
____________	O	O
_	O	O
________	O	O
______	O	O
_	O	O
______	O	O
______	O	O
_____	O	O
_	O	O
_______	O	O
_	O	O
___	O	O
___	O	O
___	O	O
______	O	O
__	O	O
_	O	O
__	O	O
___	O	O
__________________	O	O
_	O	O

# sent_id = bar_tweet_1656623996111126529-2
# text = ____ _ ___ ___ _______ __________ ____ _______________________
____	O	O
_	O	O
___	O	O
___	O	O
_______	O	O
__________	O	O
____	O	O
_______________________	O	O

# newdoc id = bar_tweet_1601598745799544841
# sent_id = bar_tweet_1601598745799544841-1
# text = _______ ___ _
_______	O	O
___	O	O
_	O	O

# sent_id = bar_tweet_1601598745799544841-2
# text = __ ____________ _
__	O	O
____________	B-PERpart	O
_	O	O

# sent_id = bar_tweet_1601598745799544841-3
# text = __ __ _
__	O	O
__	O	O
_	O	O

# newdoc id = bar_tweet_1195284594431594496
# sent_id = bar_tweet_1195284594431594496-1
# text = ____________ ________________ ____ _
____________	O	O
________________	O	O
____	O	O
_	O	O

# sent_id = bar_tweet_1195284594431594496-2
# text = ___ ______ ____ _____ _______ ______ ____ _ _____ _________ ___ ______ ___ _
___	O	O
______	O	O
____	O	O
_____	O	O
_______	O	O
______	O	O
____	O	O
_	O	O
_____	O	O
_________	O	O
___	O	O
______	O	O
___	O	O
_	O	O

# newdoc id = bar_tweet_1601990964704411648
# sent_id = bar_tweet_1601990964704411648-1
# text = __ _______ ___ __ ______________ _ ____________ _ _____________ ______ ___ _________ ____ _
__	O	O
_______	O	O
___	O	O
__	O	O
______________	B-LOC	B-LOC
_	O	O
____________	B-LOC	B-LOC
_	O	O
_____________	B-LOC	B-LOC
______	I-LOC	O
___	O	O
_________	B-LOC	B-LOC
____	O	O
_	O	O

# sent_id = bar_tweet_1601990964704411648-2
# text = ___ _______ __ ____________ __ ___ ___________ _____ _______ ____________ _________ ____ _
___	O	O
_______	O	O
__	O	O
____________	B-LOC	B-LOC
__	O	O
___	O	O
___________	O	O
_____	B-PER	B-PER
_______	I-PER	I-PER
____________	I-PER	I-PER
_________	O	O
____	O	O
_	O	O

# sent_id = bar_tweet_1601990964704411648-3
# text = __________ _ _________ _ ___________ _ ___ ___ ______ _
__________	B-LOC	B-LOC
_	O	O
_________	B-LOC	B-LOC
_	O	O
___________	B-LOC	B-LOC
_	O	O
___	B-PER	B-PER
___	I-PER	I-PER
______	I-PER	I-PER
_	O	O

# sent_id = bar_tweet_1601990964704411648-4
# text = _______________ _ _______ ________
_______________	O	B-LOC
_	O	O
_______	B-PER	B-PER
________	I-PER	I-PER

# newdoc id = bar_tweet_821225663562739713
# sent_id = bar_tweet_821225663562739713-1
# text = _____ _____ _ ___ __ __ ________ _
_____	O	O
_____	B-LOC	B-LOC
_	O	O
___	O	O
__	O	O
__	O	O
________	O	O
_	O	O

# sent_id = bar_tweet_821225663562739713-2
# text = ____ ___ _ __ ______ _____ ____ _________ _ __ ____ _____ ____ ___
____	O	O
___	O	O
_	O	O
__	O	O
______	O	O
_____	O	O
____	O	O
_________	O	O
_	O	O
__	O	O
____	O	O
_____	O	O
____	O	O
___	O	O

# newdoc id = bar_tweet_1607652237790117889
# sent_id = bar_tweet_1607652237790117889-1
# text = ________ ___ ____ ____ _____ _
________	O	O
___	O	O
____	O	O
____	O	O
_____	O	O
_	O	O

# sent_id = bar_tweet_1607652237790117889-2
# text = _______ _____ _ _
_______	O	O
_____	B-PER	B-PER
_	O	O
